9.15,3.5710121132250983e-16
9.8,3.336626857287681e-16
19.27,3.330849813449911e-16
10.88,2.94479289647587e-16
41.69,3.395334395722744e-16
5.36,3.2177257818654883e-16
3.95,2.939473445969711e-16
11.64,3.569987403404459e-16
15.78,4.0053762313348674e-16
6.36,3.4376570621558264e-16
7.63,3.4101916340373396e-16
26.48,3.572238909029708e-16
36.87,3.2064463721671416e-16
42.18,3.5791215573997193e-16
42.72,3.39250971559724e-16
41.33,3.2118474171874145e-16
14.02,3.206753250407753e-16
89.9,3.569210897258389e-16
23.5,3.3932073170532808e-16
15.19,3.3928629508724625e-16
57.72,3.2074530905459694e-16
78.42,3.579644381311698e-16
6.23,3.5698295143303515e-16
30.75,3.331411733093508e-16
36.81,3.392498151241022e-16
24.55,3.3948152160640225e-16
26.58,3.3925414199222195e-16
39.85,3.3983907354791995e-16
14.23,3.9029340651949003e-16
9.94,3.569565911273863e-16
46.83,3.8559279487775457e-16
16.1,3.3929551515266483e-16
32.95,3.2054763759812087e-16
6.73,3.466670283279959e-16
24.43,3.205806218615023e-16
40.35,3.393179601358628e-16
18.18,3.417463951856258e-16
23.54,3.392558744564779e-16
15.1,3.392760814421253e-16
26.99,3.392081938112564e-16
8.51,3.571607050737609e-16
42.1,3.438543272914344e-16
55.04,2.940423453980082e-16
52.67,3.3918668546910215e-16
56.63,3.569971639506737e-16
15.18,3.3926885033247184e-16
81.67,3.3942736311521005e-16
33.72,3.393429020760782e-16
50.57,3.8460872337577394e-16
15.34,3.5690363412406106e-16
6.84,3.395522728039326e-16
20.98,3.9000134625766865e-16
22.22,3.3308977649200137e-16
44,3.5695897861812186e-16
17.86,3.608224830031759e-16
35.57,3.392433312154117e-16
32.38,3.5705307008479584e-16
5.21,3.569643473266769e-16
10.99,3.570956646503028e-16
8.61,3.8473642410351097e-16
5.72,3.3932509648932297e-16
44.82,3.3399599589675266e-16
4.77,3.3925414199222195e-16
44.83,3.393497607882523e-16
5.45,3.569734514098163e-16
36.7,3.568957952930403e-16
30.15,3.392685731493871e-16
40.5,3.3918258030750276e-16
3.74,3.8991318959252246e-16
21.36,3.589572900232248e-16
4.22,3.3925525077036496e-16
33.25,3.5746389519436727e-16
7.71,3.5701521998805157e-16
25.5,3.3918421620734526e-16
12.91,3.3974793575126796e-16
10.42,3.5696265038305493e-16
43.38,3.5695818827812926e-16
15.53,3.848768483438415e-16
12.11,3.205139969489218e-16
34.89,3.5041986726053295e-16
4.84,3.393272219370817e-16
23.85,3.3920039879015745e-16
13.78,2.944971722457294e-16
14.11,3.4538572391535704e-16
64.3,3.3964974577961127e-16
34.48,3.57493358296761e-16
19.26,3.392159259118525e-16
36.52,3.3920202533122637e-16
64.95,3.5698905963332027e-16
9.27,3.5709020018868736e-16
9.43,3.569590372760984e-16
8.8,3.3925525077036496e-16
39.6,3.403523435090506e-16
14.86,3.863568399189578e-16
19.65,3.9392485301950426e-16
42.5,3.3918899491476395e-16
79.04,3.3926827972485927e-16
38.21,3.3927915791764245e-16
52.17,3.3919650760876435e-16
41.27,3.4488001316706516e-16
28.35,3.398172164562149e-16
49.01,2.9421978992840468e-16
29.84,3.398268977430697e-16
21.77,3.392081938112564e-16
21.79,3.3925674176807287e-16
3.89,3.569959013932708e-16
45.98,3.3920091637910034e-16
31.89,3.3926228909906035e-16
29.41,3.3932509648932297e-16
26.01,3.3947423272021866e-16
