sigma,001,011,111
629,7.6503E-05,0,0
617,0.0000E+00,0,0
669,0,0,1.4841E+00
445,7.0491E-02,0,0
387,0,2.0825E-10,0
343,0,0,0.0000E+00
421,NaN,0,0.0000E+00
73,0,0,NaN
637,0,0,2.0404E-09
325,5.2592E+01,0,0
113,9.2458E-01,1.7129E+00,0
305,5.0759E+01,0,0
5,NaN,0,0
139,0,1.9970E+00,0
277,0,0,3.7253E-10
257,3.3320E-09,1.7719E+00,0
537,0,2.4737E-05,0
577,1.0340E-04,NaN,0
603,0,1.5975E+00,0
229,4.3789E-03,0,1.8007E+00
631,0,0,9.0190E-06
563,0,0,0
339,0,3.5859E-02,0
697,0,1.3075E+00,0
321,0,8.8507E-03,0
177,0,0.0000E+00,0
511,0,0,1.7844E+00
523,0,0,1.2761E+00
587,0,0.0000E+00,0
533,NaN,0,0
149,3.3579E-10,0,0
19,0,0,0.0000E+00
51,0,9.4639E-09,0
457,0.0000E+00,0.0000E+00,2.6591E-01
145,4.5039E+01,0,0
67,0,0,8.3711E-01
309,0,0,1.7363E+00
641,4.9082E+01,0,0
601,6.9602E-27,7.5247E-09,0
521,1.4779E+00,4.0861E-01,0
101,0,0,0
661,2.1310E+01,0,0
363,0,1.5054E+00,0
93,0,0,2.3307E+01
459,0,2.7801E-01,0
249,0,1.6216E-06,0
569,0,5.5243E-02,0
43,0,1.0191E+00,0.0000E+00
283,0,1.4294E-06,0.0000E+00
107,0,6.0324E-01,0
37,0,0,3.5882E-01
449,1.5669E+00,1.7715E+00,0
211,0,1.7769E+00,1.8601E+00
377,8.9602E-07,0,0
673,0,3.1133E-50,0
57,0,1.7576E+00,0
83,0,3.0416E+01,0
201,0,0,1.7230E+00
485,1.3345E+00,0,0
327,0,0,1.9745E+00
133,0,0,9.9571E-01
401,NaN,0,0
129,0,8.4696E-01,1.1395E-01
337,5.2561E+01,1.6095E+00,0
221,3.8983E-01,0,0
613,0,0,1.7180E-04
473,0,4.4033E-05,0
703,0,0,NaN
233,2.7197E+01,1.5702E+00,0
553,0,0,8.1326E-01
443,0,NaN,0
657,0,1.7044E+00,0
633,0,8.1764E-15,0
91,0,0,1.5414E-08
593,0,1.3787E+00,0
493,1.0706E+00,0,0
481,0,0,0
607,0,0,0.0000E+00
89,0,4.0124E+01,0
439,0,0,1.2837E+00
469,0,0,1.5199E+00
199,0,0,3.7869E+01
461,0,0,0
643,0,9.1251E-10,0
489,0,0,0.0000E+00
281,0,NaN,0
689,0.0000E+00,0,0
111,0,0,1.7562E+00
85,1.0413E-10,0,0
353,NaN,0,0
269,4.2702E+01,0,0
103,0,0,0
373,7.3082E-04,0,0
121,0,1.8537E+00,0
7,0,0,8.6493E-02
419,0,6.1479E-01,0
151,0,0,0
417,0,7.3113E-26,0
109,0,0,1.0487E+00
181,0,0,1.3642E+00
701,0.0000E+00,0,0
21,0,0,1.5017E-09
651,0,0,NaN
59,0,0.0000E+00,0
53,NaN,0,0
291,0,NaN,6.1381E-01
237,0,0,1.8317E+00
157,0,0,3.9718E-08
547,0,0.0000E+00,0
219,0,0,2.3459E-08
379,0,4.5028E-02,5.2684E-10
425,0,0,0
397,4.4714E-01,0,0
409,0,0,5.1449E-13
627,0,NaN,0
323,0,0.0000E+00,0
487,0,0,1.0464E+00
361,0,0,2.0305E+00
679,0,0,7.5981E-09
467,0,1.6475E+00,0
709,0,0,1.2650E+00
65,2.0987E+01,0,0
349,0,0,6.7055E-09
241,0,8.9599E-01,0
271,0,0,1.1457E-14
381,0,0,1.1406E-10
11,0,1.4124E+00,0
571,0,0,0.0000E+00
183,0,0,1.4961E+00
13,0,0,1.6562E+00
171,0,1.7359E+00,0
99,0,1.7766E+00,0
463,0,0,2.3138E-03
137,0,4.2861E-01,0
27,0,1.9509E+00,0
365,4.9583E-08,0,0
393,0,1.0960E+00,0
17,1.7773E+00,0,0
227,0,NaN,0
31,0,0,1.7599E+00
491,0,1.6323E-08,0
163,0,0,0
541,0,0,0
301,0,0,0
147,0,0,0
307,0,0,0
125,0,0,0
205,0,0,0
29,0,0,0
185,0,0,0
313,0,0,0
369,0,0,0
513,0,0,0
561,0,0,0
367,0,0,0
97,0,0,0
297,0,0,0
193,0,0,0
3,0,0,0
659,0,0,0
507,0,0,0
289,0,0,0
131,0,0,0
427,0,0,0
625,0,0,0
589,0,0,0
123,0,0,0
273,0,0,0
41,0,0,0
223,0,0,0
61,0,0,0
499,0,0,0
265,0,0,0
559,0,0,0
653,0,0,0
433,0,0,0
699,0,0,0
9,0,0,0
683,0,0,0
49,0,0,0
619,0,0,0
153,0,0,0
247,0,0,0
579,0,0,0
557,0,0,0
81,0,0,0
681,0,0,0
169,0,0,0
453,0,0,0
403,0,0,0
597,0,0,0
25,0,0,0
217,0,0,0
531,0,0,0
411,0,0,0
243,0,0,0
259,0,0,0
187,0,0,0
565,0,0,0
173,0,0,0
127,0,0,0
179,0,0,0
687,0,0,0
39,0,0,0
471,0,0,0
509,0,0,0
33,0,0,0
677,0,0,0
209,0,0,0
685,0,0,0
317,0,0,0
505,0,0,0
267,0,0,0
293,0,0,0
389,0,0,0
545,0,0,0
451,0,0,0
347,0,0,0
331,0,0,0
251,0,0,0
197,0,0,0
543,0,0,0
691,0,0,0
79,0,0,0
649,0,0,0
399,0,0,0
